id,objectid,display_template,object_location,image_small,image_thumb,image_alt_text,title,creator,partof_title,creator_partof,place,publisher,volume,date,pages,format,fulltext,notes,subject,call_number,collection,title_item,author_item,in,author_book,title_book
6217,object06217,record,,,,,All Girls in UGR,,Mount Allison Record,,,,Vol. XXX No1,Fall 1946,p.28,Periodicals;Microform;Illustrated;Photograph,,,"UGR;University Girls Residence;Dean's Apartments;Hart Hall;Falconer, Dean",M5726|ARC REF,Mount Allison  Archives;,All Girls in UGR,,,,Mount Allison Record
6218,object06218,record,,,,,Five Residences,,Mount Allison Record,,,,Vol. XXX No1,Fall 1946,p.29,Periodicals;Microform;Illustrated;Photograph,,,Lodge;Brunswick House;Bungelow;Weldon House;Hillcrest House;Gymnasium,M5726|ARC REF,Mount Allison  Archives;,Five Residences,,,,Mount Allison Record
6219,object06219,record,,,,,Five Residences,,Mount Allison Record,,,,Vol. XXX No1,Fall 1946,p.29,Periodicals;Microform;Illustrated;Photograph,,,Lodge;Brunswick House;Bungelow;Weldon House;Hillcrest House;Gymnasium,M5726|ARC REF,Mount Allison  Archives;,Five Residences,,,,Mount Allison Record
6220,object06220,record,,,,,Mount Allison of Today,,Mount Allison Record,,,,Vol. XXX No1,Summer 1947,p.24-25,Periodicals;Microform;Illustrated;Photograph,"FT  Excerpts p. 25:    "" On another occasion the Choral Society conducted a fifteen minute period of outdoor singing under the giant towers forming the antennae system of Canada's powerful shortwave transmittors at Aulac, a few miles from Sackville.   This was recorded and flown to England for broadcast throughout the British Commonwealth.""",,"York Street;Rectory Lane;Married Students Residences;Returning Servicemen;Normandy Hall;Ortona Hall;Residences;World War II;Faculty Advisors;Concerts;Operas;Hamer, Harold S.;Choirs;Bell, Mary Elizabeth;Faculty;Crossley, Barbara;Miller, Richard;Music;Chroal Society;Marches;CBA;CBC;Wilson, Agnes;Pendleton, Rhoda;Peake, Ethel;Vocal Department",M5726|ARC REF,Mount Allison  Archives;,Mount Allison of Today,,,,Mount Allison Record
6221,object06221,record,,,,,Maritime Intercollegiate Football Champions 1946,,Mount Allison Record,,,,Vol. XXX No1,Fall 1946,p.30,Periodicals;Microform;Illustrated;Photograph,,,Football,M5726|ARC REF,Mount Allison  Archives;,Maritime Intercollegiate Football Champions 1946,,,,Mount Allison Record
6222,object06222,record,,,,,William Morley Tweedie,,Mount Allison Record,,,,Vol. XXX No1,Summer 1947,Front Cover,Periodicals;Microform;Illustrated;Photograph,,,Federated Alumni,M5726|ARC REF,Mount Allison  Archives;,William Morley Tweedie,,,,Mount Allison Record
6223,object06223,record,,,,,"F.H. Sexton, J.H. Gundy, G.G.D. Kilpatrick, Richard Orland Atkinson",,Mount Allison Record,,,,Vol. XXX No1,Summer 1947,p.6-9,Periodicals;Microform;Illustrated;Photograph,,,"Sexton, F.H.;Honorary Degrees;Gundy, J.H.;Kilpatrick, G.G.D.;Atkinson, Richard Orland",M5726|ARC REF,Mount Allison  Archives;,"F.H. Sexton, J.H. Gundy, G.G.D. Kilpatrick, Richard Orland Atkinson",,,,Mount Allison Record
6224,object06224,record,,,,,R.B. Inch,,Mount Allison Record,,,,Vol. XXX No1,Summer 1947,p.20-21,Periodicals;Microform;Illustrated;Photograph,,,"Inch,Robert B.;Inch, James Robert 1835-1912;Alumni and Public Relations",M5726|ARC REF,Mount Allison  Archives;,R.B. Inch,,,,Mount Allison Record
6225,object06225,record,,,,,Dr. Trueman's Birthday,,Mount Allison Record,,,,Vol. XXX No1,Summer 1947,p.22,Periodicals;Microform;Illustrated;Photograph,"FT: Exercpt p. 22.     ""  Dr. George Johnston Trueman President Emeritus of Mount Allison was pleasantly surprised on the occasion of his 75th birthday when eight hundred studentsand faculty members paraded to his home in Sackville to present him with seventy-five daffodills. . . . . .",,"Presidents;Trueman, George Johnstone 1872-1949",M5726|ARC REF,Mount Allison  Archives;,Dr. Trueman's Birthday,,,,Mount Allison Record
6226,object06226,record,,,,,Married Veteran's Quarters,,Mount Allison Record,,,,Vol. XXX No1,Fall 1946,p.29,Periodicals;Microform,,,Returning Soldiers;World War II;Residences;Apartments;York Street;Rectory Lane,M5726|ARC REF,Mount Allison  Archives;,Married Veteran's Quarters,,,,Mount Allison Record
6227,object06227,record,,,,,The United Church Supports Mount Allison,,Mount Allison Record,,,,Vol. XXXI No1,Winter 1949,Front cover,Periodicals;Microform;Photograph,,,"Memorial Library;Archives Room;Board Room;Fund Raising;Forsey, G.P.;Inch,Robert B.;Hoddinot, D.F.;Munro, W.F.;Desbarres Mrs.;Langille, Mr.;Andrews,Dr.;Trueman, George Johnstone 1872-1949;Russel, J.G.;Flemington, Ross",M5726|ARC REF,Mount Allison  Archives;,The United Church Supports Mount Allison,,,,Mount Allison Record
6228,object06228,record,,,,,Alumni Office Notes,,Mount Allison Record,,,,Vol. XXXI No1,Winter 1949,p.1,Periodicals;Microform,,,"Trueman, George Johnstone 1872-1949;Obituaries;Fund Raising;Lund, Stella;Andrews, Elias;Langille, Warren L.",M5726|ARC REF,Mount Allison  Archives;,Alumni Office Notes,,,,Mount Allison Record
6229,object06229,record,,,,,"In Memoriam - George Johnstone Trueman, 1872-1949",,Mount Allison Record,,,,Vol. XXXI No1,Winter 1949,p.3,Periodicals;Microform;Photograph,,,"Trueman, George Johnstone 1872-1949;Obituaries;Mayors;Poems;Day, Frank Parker;Class of 1903",M5726|ARC REF,Mount Allison  Archives;,"In Memoriam - George Johnstone Trueman, 1872-1949",,,,Mount Allison Record
6230,object06230,record,,,,,R.P.Bell Prime Mover,,Mount Allison Record,,,,Vol. XXXI No1,Winter 1949,p.6,Periodicals;Microform;Photograph,,,"Bell, Ralph Pickard;Fund Raising;Alumni Annual Fund;Alumni Annual Giving Fund",M5726|ARC REF,Mount Allison  Archives;,R.P.Bell Prime Mover,,,,Mount Allison Record
6231,object06231,record,,,,,Words,,Mount Allison Record,,,,Vol. XXXI No1,Winter 1949,p.25,Periodicals;Microform;Photograph;Full Text,"FT Excepts p. 25    "" A steady recreational diet of screen romances, radio soap operas, and nonsensical ditties, the melodrama of the pulp magazine and the infantile doings of most of the cartoon strips are not calculated to stimulate the creative thinking of the young learner.   For without the words, and the right kind of words, how can the individual have ideas, either to express or to evaluate?""",,"Parker, K.A.;Principals;Headmasters;Academy;Reading;Literacy",M5726|ARC REF,Mount Allison  Archives;,Words,,,,Mount Allison Record
6232,object06232,record,,,,,Gates '03 take up the Challenge of Bell's '07,,Mount Allison Record,,,,Vol. XXXI No2,Spring 1949,p.25,Periodicals;Microform;Photograph,,,"Gates;Gates, Reginald Ruggles   - 1955;Botany;Fund Raising;Class of 1903;Class of 1907",M5726|ARC REF,Mount Allison  Archives;,Gates '03 take up the Challenge of Bell's '07,,,,Mount Allison Record
6233,object06233,record,,,,,The Governor General in the Art Gallery,,Mount Allison Record,,,,Vol. XXXI No2,Spring 1949,p.3,Periodicals;Microform;Photograph,,,"Harris, Lawren P.;Alexander, Viscount;Governors General;Pulford, Edward (Ted);McKiel, Christian",M5726|ARC REF,Mount Allison  Archives;,The Governor General in the Art Gallery,,,,Mount Allison Record
6234,object06234,record,,,,,Unworthy?,,Mount Allison Record,,,,Vol. XXXI No2,Spring 1949,p.22-23,Periodicals;Microform;Photograph,,,"Desbarres, F.W.W. Dr.",M5726|ARC REF,Mount Allison  Archives;,Unworthy?,,,,Mount Allison Record
6235,object06235,record,,,,,"In Memoriam: Harold Eugene Bigelow, One of God's Gentle-men",,Mount Allison Record,,,,Vol. XXXI No2,Spring 1949,p.31,Periodicals;Microform;Photograph,,,"Bigelow, Harold Eugene;Chemistry;Obituaries",M5726|ARC REF,Mount Allison  Archives;,"In Memoriam: Harold Eugene Bigelow, One of God's Gentle-men",,,,Mount Allison Record
6236,object06236,record,,,,,"The Library, Today and Tomorrow",,Mount Allison Record,,,,Vol. XXXI No2,Spring 1949  (Following),pp. 1-15,Periodicals;Microform;Photograph,,,Memorial Library;Libraries,M5726|ARC REF,Mount Allison  Archives;,"The Library, Today and Tomorrow",,,,Mount Allison Record
6237,object06237,record,,,,,Bigelow,"Day, Frank Parker",Mount Allison Record,,,,Vol. XXXI No 3,"1949, Fall",pp.3-8.,Periodicals;Microform;Photograph,,,"Bigelow, Harold Eugene;Day Ralph Parker;Class of 1903;Spicer, Stanley;Day, Frank Parker;Class of 1903;Marsters, Jennie;Killam, Mabel",M5726|ARC REF,Mount Allison  Archives;,Bigelow,"Day, Frank Parker",,,Mount Allison Record
6238,object06238,record,,,,,The Likely Plan of United States Aid,,Mount Allison Record,,,,Vol. XXXI No 3,Fall 1949,front cover,Periodicals;Microform;Photograph,,,"Fund Raising;United States;Likely, Davis Stanley;Class of 1901",M5726|ARC REF,Mount Allison  Archives;,The Likely Plan of United States Aid,,,,Mount Allison Record
6239,object06239,record,,,,,Jos Melville Marshall,,Mount Allison Record,,,,Vol. XXXI No 3,Fall 1949,p. 12,Periodicals;Microform;Photograph,,,"Marshall, Joseph Melville;Valdictorians;Class of 1949",M5726|ARC REF,Mount Allison  Archives;,Jos Melville Marshall,,,,Mount Allison Record
6240,object06240,record,,,,,The Sophomore Class . . .,,Mount Allison Record,,,,Vol. XXXI No 3,"1949, Fall",p. 13,Periodicals;Microform;Photograph,,,"Drama;Theatre;O'Neill, Eugene;NB Drama Festival;Dominion Drama Festival;Gray, Daniel Flemming;Mount Allison Players",M5726|ARC REF,Mount Allison  Archives;,The Sophomore Class . . .,,,,Mount Allison Record
6241,object06241,record,,,,,Forgotten Curricula,,Mount Allison Record,,,,Vol. XXXI No 3,"1949, Fall",p. 12-14,Periodicals;Microform;Photograph,,,"Drama;Theatre;O'Neill, Eugene;NB Drama Festival;Dominion Drama Festival;Gray, Daniel Flemming;Mount Allison Players;Honourary Degrees;Macfarlane, John Calvin;Liberal Education",M5726|ARC REF,Mount Allison  Archives;,Forgotten Curricula,,,,Mount Allison Record
6242,object06242,record,,,,,Harold S. Hamer,,Mount Allison Record,,,,Vol. XXXI No 3,Fall 1949,p. 14,Periodicals;Microform;Photograph,,,"Hamer, Harold S.;Operas;Gondoliers;Choral Society",M5726|ARC REF,Mount Allison  Archives;,Harold S. Hamer,,,,Mount Allison Record
6243,object06243,record,,,,,Mount Allison as it is today,,Mount Allison Record,,,,Vol. XXXI No 3,Fall 1949,p. 16-17,Periodicals;Microform;Photograph;Maps,,,Mount Allison;Aerial views;Maps,M5726|ARC REF,Mount Allison  Archives;,Mount Allison as it is today,,,,Mount Allison Record
6244,object06244,record,,,,,Ivan C. Rand Honorary President,,Mount Allison Record,,,,Vol. XXXI No 3,Fall 1949,p. 18,Periodicals;Microform;Photograph,,,"Alumni;Rand, Ivan C.;Class of 1907",M5726|ARC REF,Mount Allison  Archives;,Ivan C. Rand Honorary President,,,,Mount Allison Record
6245,object06245,record,,,,,Student Tours Twenty Four Concerts,,Mount Allison Record,,,,Vol. XXXI No 3,Fall 1949,p. 20-21,Periodicals;Microform;Photograph,,,"Concerts;Tours;Music;Patterson, Allison;Chiasson, Gabriel;Pendleton, Rhoda;Murray, Elizabeth;Whitman, Pauline;Kinsman, Evron;Jennings, Kenneth;Mosher, Vesta",M5726|ARC REF,Mount Allison  Archives;,Student Tours Twenty Four Concerts,,,,Mount Allison Record
6246,object06246,record,,,,,Howard Alcorn Alumni Leader,,Mount Allison Record,,,,Vol. XXXI No 3,Fall 1949,p. 20-21,Periodicals;Microform;Photograph,,,"Alcorn, Howard;Class of 1898;Alumni",M5726|ARC REF,Mount Allison  Archives;,Howard Alcorn Alumni Leader,,,,Mount Allison Record
6247,object06247,record,,,,,Arthurs Jas Ebbutt Now the Reverend Doctor,,Mount Allison Record,,,,Vol. XXXI No 3,Fall 1949,p. 25,Periodicals;Microform;Photograph,,,Ebbutt Arthur J.;Faculty,M5726|ARC REF,Mount Allison  Archives;,Arthurs Jas Ebbutt Now the Reverend Doctor,,,,Mount Allison Record
6248,object06248,record,,,,,G.F.G.Stanley Now at RMC,,Mount Allison Record,,,,Vol. XXXI No 3,Fall 1949,p. 26,Periodicals;Microform;Photograph,,,"Stanley, George Francis Gillman;Faculty",M5726|ARC REF,Mount Allison  Archives;,G.F.G.Stanley Now at RMC,,,,Mount Allison Record
6249,object06249,record,,,,,Dr. Hesler and Mrs. Sisco,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 17,Periodicals;Microform;Photograph,,,"Hesler, Norman A.",M5726|ARC REF,Mount Allison  Archives;,Dr. Hesler and Mrs. Sisco,,,,Mount Allison Record
6250,object06250,record,,,,,Portrait Unveiled - I feel his presence,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 19,Periodicals;Microform;Photograph,,,"Hunton, Sidney W.;Portraits;Hunton, Dorothy;Stewart, W.G.;Alumni",M5726|ARC REF,Mount Allison  Archives;,Portrait Unveiled - I feel his presence,,,,Mount Allison Record
6251,object06251,record,,,,,Some of the Dignitaries at the Annual Dinner sat at the head table,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 20-21,Periodicals;Microform;Photograph,,,"Sharp, Ralph V.;Avard, Norman T.;Crawford, Mrs.;Gates, Reginal Ruggles;Lund, Kenneth Arden;Flemington, Ross;Palmer, K.B. Mrs.;Richardson, Margaret;Johns, C.F.;Crawford, W.S.H. ""Bill"";Aileen Brownell;Flemington, Mrs.;Johnson, A. Livingstone;MacLeod, Allister;Parker, K. A. Mrs.;Porter, Jean;Sisco, Dr.;Archibald, Gwendolyn;Stewart, W.G. Mrs.;MacInnes, Elisabeth;Rhiem William",M5726|ARC REF,Mount Allison  Archives;,Some of the Dignitaries at the Annual Dinner sat at the head table,,,,Mount Allison Record
6252,object06252,record,,,,,Headmaster Parker,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 23,Periodicals;Microform;Photograph,,,"Parker, K.A.;Parker, Kenneth Ross;Headmasters",M5726|ARC REF,Mount Allison  Archives;,Headmaster Parker,,,,Mount Allison Record
6253,object06253,record,,,,,Marion MacGregor McNair and Father,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 25,Periodicals;Microform;Photograph,,,"Honourary Degrees;McNair, John Babbit;McNair, Marion MacGregor;Applied Arts;Owens Gallery;Exhibititons;Art",M5726|ARC REF,Mount Allison  Archives;,Marion MacGregor McNair and Father,,,,Mount Allison Record
6254,object06254,record,,,,,Gorden Alfred Sisco,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 25,Periodicals;Microform;Photograph,,,"Honourary Degrees;Sisco, Gorden Alfred",M5726|ARC REF,Mount Allison  Archives;,Gorden Alfred Sisco,,,,Mount Allison Record
6255,object06255,record,,,,,Mount Allison Student Male Quartet,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 27,Periodicals;Microform;Photograph,,,"Music;Quartets;MacMillan, Ian Allistair;Currie, Henry Robertson George;Mills, Robert Harry;Hargreaves, Henry Allan;Chiasson, Gabriel;Radio;Mount Allison Club of Halifax",M5726|ARC REF,Mount Allison  Archives;,Mount Allison Student Male Quartet,,,,Mount Allison Record
6256,object06256,record,,,,,Faculty Seminar  Stimulus to Alertness,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 31,Periodicals;Microform;Photograph,"FT excerpt:    p. 29   These meetings have developed largely informally, but the size of the attendance and the keeness of interest suggests that they are likely to develop into a permanent feature of Mount Allison life. A small university can offer little opportunity for significant research of a speacialized nature, but these papers have served to provide some of that stimulus to mental alertness which is the very essance of a university faculty.",,"Faculty Seminars;Faculty;Crake J.E.A.;Colville, Alex;Thomas, Pierre;MacGregor, Donald G.;Duchemin, L.A.;Thorn, G.D.;Tucker, Herbert;Research",M5726|ARC REF,Mount Allison  Archives;,Faculty Seminar  Stimulus to Alertness,,,,Mount Allison Record
6257,object06257,record,,,,,Ira P. Macnab,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 32,Periodicals;Microform;Photograph,,,"Macnab, Ira P.;Class of 1912;Engineering",M5726|ARC REF,Mount Allison  Archives;,Ira P. Macnab,,,,Mount Allison Record
6258,object06258,record,,,,,K.B. Palmer,,Mount Allison Record,,,,Vol. XXXIII No 2,Summer 1951,p. 33,Periodicals;Microform;Photograph,,,"Palmer, K.B.;Class of 1924",M5726|ARC REF,Mount Allison  Archives;,K.B. Palmer,,,,Mount Allison Record
6259,object06259,record,,,,,Remembered by Beaverbrook,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,front cover,Periodicals;Microform;Photograph,,,"Bennett, R.B.;Prime Ministers;Portraits;Harris, Lawren P.;Scholarships;Bennett Family;Gifts;Stiles-Bennett Chair in History;Academic Chairs;Coates, Evelyn Bennett;Ladies College;Class of 1895;Stiles, Henietta;Bennet, R.V.;Bannett, Marion Machum;Bennett, George H.;Herridge, Mildred Bennett;Bennett, Henrietta Stiles;Beaverbrook, Lord",M5726|ARC REF,Mount Allison  Archives;,Remembered by Beaverbrook,,,,Mount Allison Record
6260,object06260,record,,,,,Roy A. MacDonald,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.2,Periodicals;Microform;Photograph,,,"MacDonald, Roy A.;Class of 1939",M5726|ARC REF,Mount Allison  Archives;,Roy A. MacDonald,,,,Mount Allison Record
6261,object06261,record,,,,,Concert Series  Season Tickets Ready,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.9,Periodicals;Microform;Photograph,,,"Concerts;Concert Series;Lectures;Music;Firkusny, Rudolph;Juliard String Quartet;Boszormenyi-Nagy, Bela",M5726|ARC REF,Mount Allison  Archives;,Concert Series  Season Tickets Ready,,,,Mount Allison Record
6262,object06262,record,,,,,Summer School,,Mount Allison Record,,,,Vol. XXXIV No 2,Fall 1951,p.9-12,Periodicals;Microform;Photograph;Full Text,"FT:  Excerpt p. 10   I have always had reason to be proud of being a graduate of Mount Allison University.  Here, a lIberal education has been and still is offered, an education not necessaritly connected with making a living but with developing ones faculties.   Here specialization does not begin too soon, only after some training in English, History, Philosophy, Mathematics and a foreign language.   In my day, and I am sure it is the same  today, Mount Allison was in truth a University, that is, and association of students and professors meeting with the object of acquiring knowledge already existing and expanding its boundaries. . . . . .",,"West, Frank L.;Graduation;Convocations;Edgett, Arthur;Liberal Education",M5726|ARC REF,Mount Allison  Archives;,Summer School,,,,Mount Allison Record
6263,object06263,record,,,,,Summer School Art Class,,Mount Allison Record,,,,"Vol. XXXI4
 No 2",Fall 1951,p.10,Periodicals;Microform;Photograph,,,Ladies College Pond;Lily Pond;Art;Summer schools,M5726|ARC REF,Mount Allison  Archives;,Summer School Art Class,,,,Mount Allison Record
6264,object06264,record,,,,,Summer Convocation Headliners,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.11,Periodicals;Microform;Photograph,,,"Summer schools;Convocations;MacInnes, Christine;Registrars;West, Frank L.;Avard, Norman T.;Board of Regents;Flemington, Ross;Edgett, George L.;West, Frank",M5726|ARC REF,Mount Allison  Archives;,Summer Convocation Headliners,,,,Mount Allison Record
6265,object06265,record,,,,,Summer School Players,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.12,Periodicals;Microform;Photograph,,,"Summer schools;Drama;Summer School Players;Wilder, Thornton;Our Town;Theatre",M5726|ARC REF,Mount Allison  Archives;,Summer School Players,,,,Mount Allison Record
6266,object06266,record,,,,,Postgraduates,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.13,Periodicals;Microform;Photograph,,,"Graduate Degrees;Bishop, Olga;Clark, Dorothy Roberta",M5726|ARC REF,Mount Allison  Archives;,Postgraduates,,,,Mount Allison Record
6267,object06267,record,,,,,Postgraduates,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.13,Periodicals;Microform;Photograph,,,"Graduate Degrees;Bishop, Olga;Clark, Dorothy Roberta",M5726|ARC REF,Mount Allison  Archives;,Postgraduates,,,,Mount Allison Record
6268,object06268,record,,,,,Harry John Rowley,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.14,Periodicals;Microform;Photograph,,,"Federated Alumni;Presidents;Rowley, John Henry;Class of 1916;Stewart, W.G.;Gronlund, Vega M.;Class of 1914;Dawson, Kenneth Mrs.",M5726|ARC REF,Mount Allison  Archives;,Harry John Rowley,,,,Mount Allison Record
6269,object06269,record,,,,,David Anderson,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.15,Periodicals;Microform;Photograph,,,"Anderson, David;Alumni;Toronto Alumni Club",M5726|ARC REF,Mount Allison  Archives;,David Anderson,,,,Mount Allison Record
6270,object06270,record,,,,,Beaverbooks 1951,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.16-17,Periodicals;Microform;Photograph,,,"Beaverbrook Scholarships;Scholarships;Rand, Mary Elizabeth;Steel, Isobel Ann;Sharp, James Duncan;Pickard, Thomas Dwight;Crandall, Robert Hunter;Class of 1951;Connell, Jean Helen;Cross, Greta Shelley;Cunningham, Barbara Elizabeth;Henderson, Robert brenton;Stephenson, Stanley Rupert;Ross, Floyd Eugene;Dobson, Harold Richard;Class of 1956",M5726|ARC REF,Mount Allison  Archives;,Beaverbooks 1951,,,,Mount Allison Record
6271,object06271,record,,,,,Club Meetings,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.20,Periodicals;Microform;Photograph;Full Text,"Ft: p. 20    President Anderson reports that apart from the canvass for the Annual Fund the pricipal enterprise has been in welcoming Allisonians to Toronto and assisting in finding positions for them.   He writes:  ""We  are particularly interested in thos students who have recently graduated from college and we feel we can be of considerable assistance to them.  Most of the avenues of human endeavour are represented on the executive and there are many other people in Toronto who would be glad to assist us in helping to advise , and, if possible, place Mount Allison students in theis area.....""",,"Alumni;Toronto Alumni Club;Anderson, David;Graduates;Anderson,",M5726|ARC REF,Mount Allison  Archives;,Club Meetings,,,,Mount Allison Record
6273,object06273,record,,,,,Profitt-Elliott Wedding,,Mount Allison Record,,,,Vol. XXXIV No 1,Fall 1951,p.28,Periodicals;Microform;Photograph,,,"Conservatory;Music;Armstrong, John Stewart;Elliott, Weir;Proffitt, Allison;Brunton, James Noel;Kennedy, Harold;Chiasson, Gabriel;Proffit, Bruce;Elliott, Carleton;McCosh, Dora Mrs.;Norman, Louise",M5726|ARC REF,Mount Allison  Archives;,Profitt-Elliott Wedding,,,,Mount Allison Record
6274,object06274,record,,,,,Mount Allison Record,,,,,,Vol. XXXIV No 1,Fall 1951,p.,Periodicals;Microform;Photograph,,,,M5726|ARC REF,Mount Allison  Archives;,,,,,Mount Allison Record
6275,object06275,record,,,,,The Fund leading Ottawas,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,front cover,Periodicals;Microform;Photograph,,,"Alumni Annual Fund;Alumni Annual Giving Fund;Mount Allison Alumni, Ottawa Chapter",M5726|ARC REF,Mount Allison  Archives;,The Fund leading Ottawas,,,,Mount Allison Record
6276,object06276,record,,,,,Wm Line,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p.2,Microform;Periodical;Photograph,,,"Alumni Annual Fund;Alumni Annual Giving Fund;Line, William;Psychology;Massey Commission;Class of 1921",M5726|ARC REF,Mount Allison  Archives;,Wm Line,,,,Mount Allison Record
6277,object06277,record,,,,,Wm Morley Tweedie,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p.10-17,Microform;Periodical;Photograph;Full Text,"FT:  Quotes, P. 17:     Sackville is a small town, but small-town life need not be small;  people need not be hemmed in by narrow horizons.

p.11:  Dr. Tweedie's Last Journey. The students lined York Street",,"Tweedie, William Morley 1862-1951;Obituaries;Gilchrist Scholars;Academy;Class of 1882;Tweedie, Leora;Songs;Music;Mount Allison Song Book;Funerals",M5726|ARC REF,Mount Allison  Archives;,Wm Morley Tweedie,,,,Mount Allison Record
6278,object06278,record,,,,,Royal Tour,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,pp.18-21,Microform;Periodical;Photograph,,,"Whitehead, Alfred E.;Queen Elizabeth II;Duke of Edinburgh;Choral Society;Applied Arts;Roulston, Ellis;Leather work;McGill, Winnifred Grace;Cuthbertson, C.A.;Cuthbertson, Eileen;Mayors;Amherst;Wightman, J.F. Carman;Bruce, Charles;Poetry;Parlee, T. Babbitt",M5726|ARC REF,Mount Allison  Archives;,Royal Tour,,,,Mount Allison Record
6279,object06279,record,,,,,The Borden Macoun Scholars,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p. 27,Microform;Periodical;Photograph,,,"Military Service;Borden, Harold Lathrop Lieut.;Class of 1897;Boer War;Macoun, Maude Borden;Ladies College;Class of 1897;SS Lady Hawkins (Ship);Ships;Torpedoes;Borden, Elizabeth M.;Gifts;Borden Macoun Scholarships;Scholarships;Daniel, James Arthur;Betts, Eileen Elizabeth;Trevors, Marjorie Alma;Bardon, Gary Clive;MaEachern, Earle Hugh;McAdam, Joanne Mary;Semple, Brian Smith;Class 0f 1955",M5726|ARC REF,Mount Allison  Archives;,The Borden Macoun Scholars,,,,Mount Allison Record
6280,object06280,record,,,,,Bennett Scholars 1951-52,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p. 29,Microform;Periodical;Photograph,,,"Hatherley, Donald Henderson;Scholarships;Bennett Scholarships;Millar, Margaret;Gammon, Allistair Daniel;Towle, Lois Tillie;Colpitts, Gordon Pringle",M5726|ARC REF,Mount Allison  Archives;,Bennett Scholars 1951-52,,,,Mount Allison Record
6281,object06281,record,,,,,"Prospective Miners, Partanen Scholars",,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p. 3`,Microform;Periodical;Photograph,,,"Scholarships;Partanen Scholarships;Partanen, John;Norrie, J.P.;Class of 1911;Engineering;Lipson, Myron;Parker, John Andrew;Clarke, William A.",M5726|ARC REF,Mount Allison  Archives;,"Prospective Miners, Partanen Scholars",,,,Mount Allison Record
6282,object06282,record,,,,,"Trueman, Albert William",,Mount Allison Record,,,,Vol. XXXIV No 2,"1951, Winter",p. 31-38`,Microform;Periodical;Photograph,,,University of New Brunswick;Music;Founder's Day;Addresses;Lectures,M5726|ARC REF,Mount Allison  Archives;,"Trueman, Albert William",,,,Mount Allison Record
6283,object06283,record,,,,,Founder's Day Reception,,Mount Allison Record,,,,Vol. XXXIV No 2,"1951, Winter",p. 33`,Microform;Periodical;Photograph,,,"Receptions;Founder's Day;Parker, K.A. Mrs.;Porter, Jean A.;Parker, K.A.;Headmasters;Trueman, Albert W. Mrs.;Miller, Jean;Holland, Nellie;Trueman, Albert W.;Flemington, Ross, Mrs.;Brownell, Eileen;Munro, W.F. Mrs.;Flemington, Ross, Mrs.;Flemington, Ross;Munro, W.F.;Avard, Norman T.;Dickson, Anne;Deans of Women;Davies, L.E.G. Mrs.",M5726|ARC REF,Mount Allison  Archives;,Founder's Day Reception,,,,Mount Allison Record
6284,object06284,record,,,,,The  Treasurer and Friends,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p. 34`,Microform;Periodical;Photograph,,,"Federated Alumni;Ebbutt, Arthur J.;Yuill, Russell;Godfrey, William Stephen (Billy) Capt.;Pickard, Clementina M.;Godfrey. Mrs.",M5726|ARC REF,Mount Allison  Archives;,The  Treasurer and Friends,,,,Mount Allison Record
6285,object06285,record,,,,,The New President,,Mount Allison Record,,,,Vol. XXXIV No 2,Winter 1951,p. 35`,Microform;Periodical;Photograph,,,"Federated Alumni;Rowley, H.J.;West, Frank;Palmer, Kenneth B.",M5726|ARC REF,Mount Allison  Archives;,The New President,,,,Mount Allison Record
